earth_date_time,mars_date_time,sol_number,max_ground_temp(°C),min_ground_temp(°C),max_air_temp(°C),min_air_temp(°C),mean_pressure(Pa),wind_speed(m/h),humidity(%),sunrise,sunset,UV_Radiation,weather
"Earth, 2015-01-12 UTC","Mars, Month 10 - LS 270°",Sol 866,-4,-71,4,-73,911,Value not available,Value not available,06:05,18:22,moderate,Sunny
"Earth, 2015-01-11 UTC","Mars, Month 10 - LS 270°",Sol 865,-5,-70,4,-75,913,Value not available,Value not available,06:04,18:22,moderate,Sunny
"Earth, 2015-01-10 UTC","Mars, Month 9 - LS 269°",Sol 864,-1,-70,3,-76,914,Value not available,Value not available,06:03,18:21,high,Sunny
"Earth, 2015-01-09 UTC","Mars, Month 9 - LS 268°",Sol 863,-13,-72,3,-72,916,Value not available,Value not available,06:02,18:20,high,Sunny
"Earth, 2015-01-08 UTC","Mars, Month 9 - LS 268°",Sol 862,-2,-70,11,-73,917,Value not available,Value not available,06:02,18:20,moderate,Sunny
"Earth, 2015-01-07 UTC","Mars, Month 9 - LS 267°",Sol 861,-7,-70,3,-71,917,Value not available,Value not available,06:01,18:19,moderate,Sunny
"Earth, 2015-01-06 UTC","Mars, Month 9 - LS 266°",Sol 860,-8,-69,3,-71,916,Value not available,Value not available,06:00,18:18,moderate,Sunny
"Earth, 2015-01-05 UTC","Mars, Month 9 - LS 266°",Sol 859,-8,-72,3,-73,915,Value not available,Value not available,06:00,18:18,moderate,Sunny
"Earth, 2015-01-04 UTC","Mars, Month 9 - LS 265°",Sol 858,-6,-73,4,-72,913,Value not available,Value not available,05:59,18:17,moderate,Sunny
"Earth, 2015-01-03 UTC","Mars, Month 9 - LS 264°",Sol 857,0,-76,3,-72,911,Value not available,Value not available,05:58,18:16,moderate,Sunny
"Earth, 2015-01-02 UTC","Mars, Month 9 - LS 264°",Sol 856,-3,-68,3,-70,912,Value not available,Value not available,05:58,18:15,moderate,Sunny
"Earth, 2015-01-01 UTC","Mars, Month 9 - LS 263°",Sol 855,0,-69,3,-70,912,Value not available,Value not available,05:57,18:15,low,Sunny
"Earth, 2014-12-31 UTC","Mars, Month 9 - LS 262°",Sol 854,3,-66,2,-70,910,Value not available,Value not available,05:56,18:14,low,Sunny
"Earth, 2014-12-30 UTC","Mars, Month 9 - LS 262°",Sol 853,0,-67,2,-69,913,Value not available,Value not available,05:55,18:13,low,Sunny
"Earth, 2014-12-29 UTC","Mars, Month 9 - LS 261°",Sol 852,-3,-73,4,-72,916,Value not available,Value not available,05:55,18:12,moderate,Sunny
"Earth, 2014-12-28 UTC","Mars, Month 9 - LS 260°",Sol 851,-6,-68,2,-71,919,Value not available,Value not available,05:54,18:12,low,Sunny
"Earth, 2014-12-27 UTC","Mars, Month 9 - LS 260°",Sol 850,-1,-68,2,-70,918,Value not available,Value not available,05:53,18:11,low,Sunny
"Earth, 2014-12-26 UTC","Mars, Month 9 - LS 259°",Sol 849,-1,-69,2,-72,918,Value not available,Value not available,05:53,18:10,moderate,Sunny
"Earth, 2014-12-25 UTC","Mars, Month 9 - LS 258°",Sol 848,-4,-69,3,-73,918,Value not available,Value not available,05:52,18:10,moderate,Sunny
"Earth, 2014-12-24 UTC","Mars, Month 9 - LS 258°",Sol 847,-8,-69,4,-73,918,Value not available,Value not available,05:51,18:09,moderate,Sunny
"Earth, 2014-12-23 UTC","Mars, Month 9 - LS 257°",Sol 846,-7,-74,3,-73,925,Value not available,Value not available,05:51,18:08,moderate,Sunny
"Earth, 2014-12-22 UTC","Mars, Month 9 - LS 257°",Sol 845,0,-73,3,-71,920,Value not available,Value not available,05:50,18:07,moderate,Sunny
"Earth, 2014-12-21 UTC","Mars, Month 9 - LS 256°",Sol 844,5,-68,3,-70,917,Value not available,Value not available,05:49,18:07,low,Sunny
"Earth, 2014-12-20 UTC","Mars, Month 9 - LS 255°",Sol 843,1,-69,4,-72,916,Value not available,Value not available,05:49,18:06,low,Sunny
"Earth, 2014-12-19 UTC","Mars, Month 9 - LS 255°",Sol 842,-6,-69,5,-70,914,Value not available,Value not available,05:48,18:05,moderate,Sunny
"Earth, 2014-12-18 UTC","Mars, Month 9 - LS 254°",Sol 841,-7,-75,5,-71,914,Value not available,Value not available,05:47,18:04,low,Sunny
"Earth, 2014-12-17 UTC","Mars, Month 9 - LS 253°",Sol 840,-4,-74,3,-71,913,Value not available,Value not available,05:47,18:04,low,Sunny
"Earth, 2014-12-16 UTC","Mars, Month 9 - LS 253°",Sol 839,-1,-70,2,-70,917,Value not available,Value not available,05:46,18:03,low,Sunny
"Earth, 2014-12-15 UTC","Mars, Month 9 - LS 252°",Sol 838,-1,-69,4,-70,917,Value not available,Value not available,05:45,18:02,low,Sunny
"Earth, 2014-12-14 UTC","Mars, Month 9 - LS 251°",Sol 837,4,-69,6,-71,916,Value not available,Value not available,05:45,18:02,moderate,Sunny
"Earth, 2014-12-13 UTC","Mars, Month 9 - LS 251°",Sol 836,-1,-69,5,-72,916,Value not available,Value not available,05:44,18:01,moderate,Sunny
"Earth, 2014-12-12 UTC","Mars, Month 9 - LS 250°",Sol 835,-1,-69,4,-72,917,Value not available,Value not available,05:44,18:00,high,Sunny
"Earth, 2014-12-11 UTC","Mars, Month 9 - LS 249°",Sol 834,-3,-68,4,-72,918,Value not available,Value not available,05:43,18:00,high,Sunny
"Earth, 2014-12-09 UTC","Mars, Month 9 - LS 249°",Sol 833,-1,-69,4,-72,923,Value not available,Value not available,05:42,17:59,moderate,Sunny
"Earth, 2014-12-08 UTC","Mars, Month 9 - LS 248°",Sol 832,-2,-68,4,-70,924,Value not available,Value not available,05:42,17:58,moderate,Sunny
"Earth, 2014-12-07 UTC","Mars, Month 9 - LS 247°",Sol 831,-6,-68,3,-70,920,Value not available,Value not available,05:41,17:57,moderate,Sunny
"Earth, 2014-12-06 UTC","Mars, Month 9 - LS 247°",Sol 830,-1,-68,3,-70,918,Value not available,Value not available,05:41,17:57,moderate,Sunny
"Earth, 2014-12-05 UTC","Mars, Month 9 - LS 246°",Sol 829,-2,-71,3,-70,914,Value not available,Value not available,05:40,17:56,moderate,Sunny
"Earth, 2014-12-04 UTC","Mars, Month 9 - LS 245°",Sol 828,-1,-71,3,-69,914,Value not available,Value not available,05:39,17:55,moderate,Sunny
"Earth, 2014-12-03 UTC","Mars, Month 9 - LS 245°",Sol 827,0,-68,2,-68,911,Value not available,Value not available,05:39,17:55,moderate,Sunny
"Earth, 2014-12-02 UTC","Mars, Month 9 - LS 244°",Sol 826,0,-68,3,-70,914,Value not available,Value not available,05:38,17:54,moderate,Sunny
"Earth, 2014-12-01 UTC","Mars, Month 9 - LS 243°",Sol 825,1,-67,3,-69,914,Value not available,Value not available,05:38,17:53,moderate,Sunny
"Earth, 2014-11-30 UTC","Mars, Month 9 - LS 243°",Sol 824,2,-67,2,-69,914,Value not available,Value not available,05:37,17:53,moderate,Sunny
"Earth, 2014-11-29 UTC","Mars, Month 9 - LS 242°",Sol 823,0,-69,2,-71,912,Value not available,Value not available,05:37,17:52,moderate,Sunny
"Earth, 2014-11-28 UTC","Mars, Month 9 - LS 242°",Sol 822,1,-71,3,-71,911,Value not available,Value not available,05:36,17:51,moderate,Sunny
"Earth, 2014-11-27 UTC","Mars, Month 9 - LS 241°",Sol 821,2,-68,1,-69,910,Value not available,Value not available,05:35,17:51,moderate,Sunny
"Earth, 2014-11-26 UTC","Mars, Month 9 - LS 240°",Sol 820,-1,-68,2,-69,910,Value not available,Value not available,05:35,17:50,moderate,Sunny
"Earth, 2014-11-25 UTC","Mars, Month 9 - LS 240°",Sol 819,0,-71,4,-70,913,Value not available,Value not available,05:34,17:50,moderate,Sunny
"Earth, 2014-11-24 UTC","Mars, Month 8 - LS 239°",Sol 818,0,-68,4,-72,914,Value not available,Value not available,05:34,17:49,moderate,Sunny
"Earth, 2014-11-23 UTC","Mars, Month 8 - LS 238°",Sol 817,0,-69,2,-70,913,Value not available,Value not available,05:33,17:48,moderate,Sunny
"Earth, 2014-11-22 UTC","Mars, Month 8 - LS 238°",Sol 816,-7,-74,3,-69,909,Value not available,Value not available,05:33,17:48,moderate,Sunny
"Earth, 2014-11-21 UTC","Mars, Month 8 - LS 237°",Sol 815,-8,-69,3,-69,905,Value not available,Value not available,05:32,17:47,moderate,Sunny
"Earth, 2014-11-20 UTC","Mars, Month 8 - LS 236°",Sol 814,-3,-68,3,-70,902,Value not available,Value not available,05:32,17:46,moderate,Sunny
"Earth, 2014-11-19 UTC","Mars, Month 8 - LS 236°",Sol 813,2,-67,2,-69,904,Value not available,Value not available,05:31,17:46,moderate,Sunny
"Earth, 2014-11-18 UTC","Mars, Month 8 - LS 235°",Sol 812,3,-75,4,-72,902,Value not available,Value not available,05:31,17:45,moderate,Sunny
"Earth, 2014-11-17 UTC","Mars, Month 8 - LS 234°",Sol 811,-6,-71,4,-71,900,Value not available,Value not available,05:30,17:45,moderate,Sunny
"Earth, 2014-11-16 UTC","Mars, Month 8 - LS 234°",Sol 810,3,-69,3,-71,897,Value not available,Value not available,05:30,17:44,moderate,Sunny
"Earth, 2014-11-15 UTC","Mars, Month 8 - LS 233°",Sol 809,-2,-70,4,-70,895,Value not available,Value not available,05:30,17:43,moderate,Sunny
"Earth, 2014-11-14 UTC","Mars, Month 8 - LS 232°",Sol 808,7,-67,3,-71,893,Value not available,Value not available,05:29,17:43,moderate,Sunny
"Earth, 2014-11-13 UTC","Mars, Month 8 - LS 232°",Sol 807,1,-71,11,-73,892,Value not available,Value not available,05:29,17:42,moderate,Sunny
"Earth, 2014-11-12 UTC","Mars, Month 8 - LS 231°",Sol 806,2,-69,12,-75,893,Value not available,Value not available,05:28,17:42,moderate,Sunny
"Earth, 2014-11-11 UTC","Mars, Month 8 - LS 231°",Sol 805,1,-70,12,-75,893,Value not available,Value not available,05:28,17:41,moderate,Sunny
"Earth, 2014-11-10 UTC","Mars, Month 8 - LS 230°",Sol 804,0,-73,12,-73,891,Value not available,Value not available,05:28,17:41,moderate,Sunny
"Earth, 2014-11-09 UTC","Mars, Month 8 - LS 229°",Sol 803,0,-69,13,-73,888,Value not available,Value not available,05:27,17:40,moderate,Sunny
"Earth, 2014-11-08 UTC","Mars, Month 8 - LS 229°",Sol 802,7,-69,13,-73,887,Value not available,Value not available,05:27,17:40,moderate,Sunny
"Earth, 2014-11-07 UTC","Mars, Month 8 - LS 228°",Sol 801,3,-70,13,-73,884,Value not available,Value not available,05:26,17:39,moderate,Sunny
"Earth, 2014-11-06 UTC","Mars, Month 8 - LS 227°",Sol 800,-2,-67,13,-73,884,Value not available,Value not available,05:26,17:39,moderate,Sunny
"Earth, 2014-11-05 UTC","Mars, Month 8 - LS 227°",Sol 799,-4,-70,14,-74,884,Value not available,Value not available,05:26,17:38,moderate,Sunny
"Earth, 2014-11-04 UTC","Mars, Month 8 - LS 226°",Sol 798,0,-67,10,-72,883,Value not available,Value not available,05:25,17:38,moderate,Sunny
"Earth, 2014-11-03 UTC","Mars, Month 8 - LS 225°",Sol 797,-1,-65,11,-67,879,Value not available,Value not available,05:25,17:37,moderate,Sunny
"Earth, 2014-11-01 UTC","Mars, Month 8 - LS 225°",Sol 796,1,-65,5,-67,877,Value not available,Value not available,05:25,17:37,moderate,Sunny
"Earth, 2014-10-31 UTC","Mars, Month 8 - LS 224°",Sol 795,1,-68,6,-68,875,Value not available,Value not available,05:24,17:36,moderate,Sunny
"Earth, 2014-10-30 UTC","Mars, Month 8 - LS 223°",Sol 794,-5,-68,6,-68,874,Value not available,Value not available,05:24,17:36,moderate,Sunny
"Earth, 2014-10-29 UTC","Mars, Month 8 - LS 223°",Sol 793,0,-71,4,-69,877,Value not available,Value not available,05:24,17:35,moderate,Sunny
"Earth, 2014-10-28 UTC","Mars, Month 8 - LS 222°",Sol 792,0,-71,3,-69,873,Value not available,Value not available,05:23,17:35,moderate,Sunny
"Earth, 2014-10-27 UTC","Mars, Month 8 - LS 222°",Sol 791,0,-70,4,-70,867,Value not available,Value not available,05:23,17:34,moderate,Sunny
"Earth, 2014-10-26 UTC","Mars, Month 8 - LS 221°",Sol 790,2,-68,7,-69,864,Value not available,Value not available,05:23,17:34,moderate,Sunny
"Earth, 2014-10-25 UTC","Mars, Month 8 - LS 220°",Sol 789,-4,-68,5,-69,862,Value not available,Value not available,05:22,17:33,moderate,Sunny
"Earth, 2014-10-24 UTC","Mars, Month 8 - LS 220°",Sol 788,-5,-68,5,-70,862,Value not available,Value not available,05:22,17:33,moderate,Sunny
"Earth, 2014-10-23 UTC","Mars, Month 8 - LS 219°",Sol 787,-7,-73,5,-70,860,Value not available,Value not available,05:22,17:33,moderate,Sunny
"Earth, 2014-10-22 UTC","Mars, Month 8 - LS 218°",Sol 786,-4,-74,5,-69,861,Value not available,Value not available,05:22,17:32,moderate,Sunny
"Earth, 2014-10-21 UTC","Mars, Month 8 - LS 218°",Sol 785,-1,-74,6,-70,858,Value not available,Value not available,05:21,17:32,moderate,Sunny
"Earth, 2014-10-20 UTC","Mars, Month 8 - LS 217°",Sol 784,-4,-69,9,-70,857,Value not available,Value not available,05:21,17:31,moderate,Sunny
"Earth, 2014-10-19 UTC","Mars, Month 8 - LS 216°",Sol 783,6,-69,8,-70,853,Value not available,Value not available,05:21,17:31,moderate,Sunny
"Earth, 2014-10-18 UTC","Mars, Month 8 - LS 216°",Sol 782,9,-71,8,-70,854,Value not available,Value not available,05:21,17:31,moderate,Sunny
"Earth, 2014-10-17 UTC","Mars, Month 8 - LS 215°",Sol 781,-5,-74,9,-73,849,Value not available,Value not available,05:21,17:30,moderate,Sunny
"Earth, 2014-10-16 UTC","Mars, Month 8 - LS 215°",Sol 780,0,-72,14,-72,852,Value not available,Value not available,05:20,17:30,high,Sunny
"Earth, 2014-10-15 UTC","Mars, Month 8 - LS 214°",Sol 779,6,-71,14,-73,845,Value not available,Value not available,05:20,17:30,high,Sunny
"Earth, 2014-10-14 UTC","Mars, Month 8 - LS 213°",Sol 778,6,-70,13,-72,846,Value not available,Value not available,05:20,17:29,high,Sunny
"Earth, 2014-10-13 UTC","Mars, Month 8 - LS 213°",Sol 777,8,-72,14,-73,841,Value not available,Value not available,05:20,17:29,high,Sunny
"Earth, 2014-10-12 UTC","Mars, Month 8 - LS 212°",Sol 776,5,-72,13,-72,841,Value not available,Value not available,05:20,17:29,high,Sunny
"Earth, 2014-10-11 UTC","Mars, Month 8 - LS 211°",Sol 775,3,-71,14,-74,838,Value not available,Value not available,05:19,17:28,high,Sunny
"Earth, 2014-10-10 UTC","Mars, Month 8 - LS 211°",Sol 774,1,-73,14,-72,838,Value not available,Value not available,05:19,17:28,high,Sunny
"Earth, 2014-10-09 UTC","Mars, Month 8 - LS 210°",Sol 773,8,-70,14,-72,838,Value not available,Value not available,05:19,17:28,high,Sunny
"Earth, 2014-10-08 UTC","Mars, Month 8 - LS 210°",Sol 772,8,-71,13,-72,835,Value not available,Value not available,05:19,17:27,high,Sunny
"Earth, 2014-10-07 UTC","Mars, Month 7 - LS 209°",Sol 771,9,-71,14,-73,836,Value not available,Value not available,05:19,17:27,high,Sunny
"Earth, 2014-10-06 UTC","Mars, Month 7 - LS 208°",Sol 770,2,-70,14,-73,829,Value not available,Value not available,05:19,17:27,high,Sunny
"Earth, 2014-10-05 UTC","Mars, Month 7 - LS 208°",Sol 769,4,-73,15,-75,829,Value not available,Value not available,05:19,17:26,high,Sunny
"Earth, 2014-10-04 UTC","Mars, Month 7 - LS 207°",Sol 768,2,-73,14,-72,826,Value not available,Value not available,05:19,17:26,high,Sunny
"Earth, 2014-10-03 UTC","Mars, Month 7 - LS 206°",Sol 767,9,-71,14,-73,824,Value not available,Value not available,05:18,17:26,high,Sunny
"Earth, 2014-10-02 UTC","Mars, Month 7 - LS 206°",Sol 766,8,-70,14,-72,824,Value not available,Value not available,05:18,17:26,high,Sunny
"Earth, 2014-10-01 UTC","Mars, Month 7 - LS 205°",Sol 765,5,-73,14,-74,820,Value not available,Value not available,05:18,17:25,high,Sunny
"Earth, 2014-09-30 UTC","Mars, Month 7 - LS 205°",Sol 764,4,-73,14,-74,821,Value not available,Value not available,05:18,17:25,high,Sunny
"Earth, 2014-09-29 UTC","Mars, Month 7 - LS 204°",Sol 763,6,-78,15,-75,817,Value not available,Value not available,05:18,17:25,high,Sunny
"Earth, 2014-09-28 UTC","Mars, Month 7 - LS 203°",Sol 762,7,-75,14,-73,814,Value not available,Value not available,05:18,17:25,high,Sunny
"Earth, 2014-09-27 UTC","Mars, Month 7 - LS 203°",Sol 761,7,-72,14,-73,814,Value not available,Value not available,05:18,17:24,high,Sunny
"Earth, 2014-09-25 UTC","Mars, Month 7 - LS 202°",Sol 760,11,-70,14,-73,810,Value not available,Value not available,05:18,17:24,high,Sunny
"Earth, 2014-09-24 UTC","Mars, Month 7 - LS 201°",Sol 759,8,-77,13,-75,809,Value not available,Value not available,05:18,17:24,high,Sunny
"Earth, 2014-09-23 UTC","Mars, Month 7 - LS 201°",Sol 758,3,-71,14,-76,810,Value not available,Value not available,05:18,17:24,high,Sunny
"Earth, 2014-09-22 UTC","Mars, Month 7 - LS 200°",Sol 757,5,-73,14,-75,807,Value not available,Value not available,05:18,17:24,high,Sunny
"Earth, 2014-09-21 UTC","Mars, Month 7 - LS 200°",Sol 756,3,-73,15,-77,806,Value not available,Value not available,05:18,17:23,moderate,Sunny
"Earth, 2014-09-20 UTC","Mars, Month 7 - LS 199°",Sol 755,2,-74,14,-75,806,Value not available,Value not available,05:18,17:23,high,Sunny
"Earth, 2014-09-19 UTC","Mars, Month 7 - LS 198°",Sol 754,6,-73,14,-75,802,Value not available,Value not available,05:18,17:23,high,Sunny
"Earth, 2014-09-18 UTC","Mars, Month 7 - LS 198°",Sol 753,8,-73,12,-70,800,Value not available,Value not available,05:18,17:23,high,Sunny
"Earth, 2014-09-17 UTC","Mars, Month 7 - LS 197°",Sol 752,-3,-71,8,-71,798,Value not available,Value not available,05:18,17:23,high,Sunny
"Earth, 2014-09-16 UTC","Mars, Month 7 - LS 197°",Sol 751,-6,-72,13,-73,797,Value not available,Value not available,05:18,17:22,high,Sunny
"Earth, 2014-09-15 UTC","Mars, Month 7 - LS 196°",Sol 750,4,-72,8,-71,796,Value not available,Value not available,05:18,17:22,high,Sunny
"Earth, 2014-09-14 UTC","Mars, Month 7 - LS 195°",Sol 749,3,-73,7,-70,794,Value not available,Value not available,05:18,17:22,high,Sunny
"Earth, 2014-09-13 UTC","Mars, Month 7 - LS 195°",Sol 748,5,-71,10,-69,791,Value not available,Value not available,05:18,17:22,high,Sunny
"Earth, 2014-09-12 UTC","Mars, Month 7 - LS 194°",Sol 747,6,-73,15,-75,789,Value not available,Value not available,05:18,17:22,high,Sunny
"Earth, 2014-09-11 UTC","Mars, Month 7 - LS 194°",Sol 746,2,-76,14,-79,788,Value not available,Value not available,05:18,17:22,high,Sunny
"Earth, 2014-09-10 UTC","Mars, Month 7 - LS 193°",Sol 745,1,-74,13,-79,787,Value not available,Value not available,05:18,17:22,high,Sunny
"Earth, 2014-09-09 UTC","Mars, Month 7 - LS 192°",Sol 744,-2,-75,10,-74,786,Value not available,Value not available,05:18,17:21,high,Sunny
"Earth, 2014-09-08 UTC","Mars, Month 7 - LS 192°",Sol 743,0,-72,14,-67,786,Value not available,Value not available,05:18,17:21,high,Sunny
"Earth, 2014-09-07 UTC","Mars, Month 7 - LS 191°",Sol 742,0,-72,4,-68,784,Value not available,Value not available,05:18,17:21,high,Sunny
"Earth, 2014-09-06 UTC","Mars, Month 7 - LS 191°",Sol 741,-1,-70,4,-68,784,Value not available,Value not available,05:18,17:21,high,Sunny
"Earth, 2014-09-05 UTC","Mars, Month 7 - LS 190°",Sol 740,-2,-76,2,-65,782,Value not available,Value not available,05:18,17:21,high,Sunny
"Earth, 2014-09-04 UTC","Mars, Month 7 - LS 189°",Sol 739,-1,-77,4,-72,779,Value not available,Value not available,05:18,17:21,high,Sunny
"Earth, 2014-09-03 UTC","Mars, Month 7 - LS 189°",Sol 738,0,-75,7,-75,778,Value not available,Value not available,05:18,17:21,high,Sunny
"Earth, 2014-09-02 UTC","Mars, Month 7 - LS 188°",Sol 737,3,-74,9,-76,777,Value not available,Value not available,05:18,17:21,high,Sunny
"Earth, 2014-09-01 UTC","Mars, Month 7 - LS 188°",Sol 736,0,-76,9,-76,776,Value not available,Value not available,05:18,17:21,high,Sunny
"Earth, 2014-08-31 UTC","Mars, Month 7 - LS 187°",Sol 735,1,-73,14,-76,776,Value not available,Value not available,05:18,17:21,high,Sunny
"Earth, 2014-08-30 UTC","Mars, Month 7 - LS 186°",Sol 734,-3,-73,10,-76,776,Value not available,Value not available,05:18,17:20,high,Sunny
"Earth, 2014-08-29 UTC","Mars, Month 7 - LS 186°",Sol 733,-2,-74,15,-79,773,Value not available,Value not available,05:19,17:20,high,Sunny
"Earth, 2014-08-28 UTC","Mars, Month 7 - LS 185°",Sol 732,-8,-75,13,-77,773,Value not available,Value not available,05:19,17:20,high,Sunny
"Earth, 2014-08-27 UTC","Mars, Month 7 - LS 185°",Sol 731,-4,-75,12,-81,771,Value not available,Value not available,05:19,17:20,high,Sunny
"Earth, 2014-08-26 UTC","Mars, Month 7 - LS 184°",Sol 730,3,-76,12,-81,770,Value not available,Value not available,05:19,17:20,high,Sunny
"Earth, 2014-08-25 UTC","Mars, Month 7 - LS 183°",Sol 729,3,-75,13,-81,768,Value not available,Value not available,05:19,17:20,high,Sunny
"Earth, 2014-08-24 UTC","Mars, Month 7 - LS 183°",Sol 728,1,-74,14,-81,766,Value not available,Value not available,05:19,17:20,high,Sunny
"Earth, 2014-08-23 UTC","Mars, Month 7 - LS 182°",Sol 727,1,-76,14,-84,766,Value not available,Value not available,05:19,17:20,high,Sunny
"Earth, 2014-08-22 UTC","Mars, Month 7 - LS 182°",Sol 726,1,-75,14,-80,766,Value not available,Value not available,05:19,17:20,high,Sunny
"Earth, 2014-08-21 UTC","Mars, Month 7 - LS 181°",Sol 725,-5,-73,13,-80,764,Value not available,Value not available,05:19,17:20,high,Sunny
"Earth, 2014-08-19 UTC","Mars, Month 7 - LS 181°",Sol 724,1,-74,14,-81,763,Value not available,Value not available,05:20,17:20,high,Sunny
"Earth, 2014-08-18 UTC","Mars, Month 7 - LS 180°",Sol 723,2,-73,14,-81,761,Value not available,Value not available,05:20,17:20,high,Sunny
"Earth, 2014-08-17 UTC","Mars, Month 6 - LS 179°",Sol 722,1,-74,14,-81,760,Value not available,Value not available,05:20,17:20,high,Sunny
"Earth, 2014-08-16 UTC","Mars, Month 6 - LS 179°",Sol 721,-5,-73,12,-81,761,Value not available,Value not available,05:20,17:20,high,Sunny
"Earth, 2014-08-15 UTC","Mars, Month 6 - LS 178°",Sol 720,-1,-74,13,-81,760,Value not available,Value not available,05:20,17:20,high,Sunny
"Earth, 2014-08-14 UTC","Mars, Month 6 - LS 178°",Sol 719,-1,-77,12,-82,758,Value not available,Value not available,05:20,17:20,high,Sunny
"Earth, 2014-08-13 UTC","Mars, Month 6 - LS 177°",Sol 718,3,-77,12,-81,757,Value not available,Value not available,05:20,17:20,high,Sunny
"Earth, 2014-08-12 UTC","Mars, Month 6 - LS 176°",Sol 717,5,-76,11,-74,756,Value not available,Value not available,05:21,17:20,high,Sunny
"Earth, 2014-08-11 UTC","Mars, Month 6 - LS 176°",Sol 716,2,-75,6,-75,755,Value not available,Value not available,05:21,17:20,high,Sunny
"Earth, 2014-08-10 UTC","Mars, Month 6 - LS 175°",Sol 715,2,-73,3,-75,755,Value not available,Value not available,05:21,17:20,moderate,Sunny
"Earth, 2014-08-09 UTC","Mars, Month 6 - LS 175°",Sol 714,2,-76,8,-79,754,Value not available,Value not available,05:21,17:20,moderate,Sunny
"Earth, 2014-08-08 UTC","Mars, Month 6 - LS 174°",Sol 713,-12,-76,19,-87,754,Value not available,Value not available,05:21,17:20,high,Sunny
"Earth, 2014-08-07 UTC","Mars, Month 6 - LS 174°",Sol 712,-10,-77,18,-87,752,Value not available,Value not available,05:21,17:20,high,Sunny
"Earth, 2014-08-06 UTC","Mars, Month 6 - LS 173°",Sol 711,-11,-75,18,-86,751,Value not available,Value not available,05:22,17:20,high,Sunny
"Earth, 2014-08-05 UTC","Mars, Month 6 - LS 172°",Sol 710,-12,-77,15,-88,751,Value not available,Value not available,05:22,17:20,high,Sunny
"Earth, 2014-08-04 UTC","Mars, Month 6 - LS 172°",Sol 709,-11,-73,16,-78,750,Value not available,Value not available,05:22,17:20,high,Sunny
"Earth, 2014-08-03 UTC","Mars, Month 6 - LS 171°",Sol 708,1,-76,5,-76,749,Value not available,Value not available,05:22,17:20,high,Sunny
"Earth, 2014-08-02 UTC","Mars, Month 6 - LS 171°",Sol 707,1,-76,5,-77,749,Value not available,Value not available,05:22,17:20,high,Sunny
"Earth, 2014-08-01 UTC","Mars, Month 6 - LS 170°",Sol 706,0,-76,8,-82,748,Value not available,Value not available,05:22,17:20,high,Sunny
"Earth, 2014-07-31 UTC","Mars, Month 6 - LS 170°",Sol 705,-9,-76,14,-84,746,Value not available,Value not available,05:23,17:20,high,Sunny
"Earth, 2014-07-30 UTC","Mars, Month 6 - LS 169°",Sol 704,-5,-75,12,-85,747,Value not available,Value not available,05:23,17:20,high,Sunny
"Earth, 2014-07-29 UTC","Mars, Month 6 - LS 169°",Sol 703,-6,-75,9,-78,747,Value not available,Value not available,05:23,17:20,high,Sunny
"Earth, 2014-07-28 UTC","Mars, Month 6 - LS 168°",Sol 702,-2,-76,8,-81,745,Value not available,Value not available,05:23,17:20,high,Sunny
"Earth, 2014-07-27 UTC","Mars, Month 6 - LS 167°",Sol 701,-1,-77,8,-82,745,Value not available,Value not available,05:23,17:20,high,Sunny
"Earth, 2014-07-26 UTC","Mars, Month 6 - LS 167°",Sol 700,-2,-75,8,-83,745,Value not available,Value not available,05:24,17:20,high,Sunny
"Earth, 2014-07-25 UTC","Mars, Month 6 - LS 166°",Sol 699,-2,-76,9,-81,744,Value not available,Value not available,05:24,17:20,high,Sunny
"Earth, 2014-07-24 UTC","Mars, Month 6 - LS 166°",Sol 698,-3,-77,9,-83,743,Value not available,Value not available,05:24,17:20,high,Sunny
"Earth, 2014-07-23 UTC","Mars, Month 6 - LS 165°",Sol 697,-4,-74,8,-84,743,Value not available,Value not available,05:24,17:20,high,Sunny
"Earth, 2014-07-22 UTC","Mars, Month 6 - LS 165°",Sol 696,-2,-75,9,-86,743,Value not available,Value not available,05:24,17:20,high,Sunny
"Earth, 2014-07-21 UTC","Mars, Month 6 - LS 164°",Sol 695,-1,-76,11,-75,741,Value not available,Value not available,05:25,17:20,high,Sunny
"Earth, 2014-07-20 UTC","Mars, Month 6 - LS 164°",Sol 694,-1,-75,2,-75,740,Value not available,Value not available,05:25,17:20,high,Sunny
"Earth, 2014-07-19 UTC","Mars, Month 6 - LS 163°",Sol 693,-2,-76,2,-75,741,Value not available,Value not available,05:25,17:20,high,Sunny
"Earth, 2014-07-18 UTC","Mars, Month 6 - LS 162°",Sol 692,-4,-76,6,-80,742,Value not available,Value not available,05:25,17:21,high,Sunny
"Earth, 2014-07-17 UTC","Mars, Month 6 - LS 162°",Sol 691,-8,-76,4,-81,741,Value not available,Value not available,05:25,17:21,high,Sunny
"Earth, 2014-07-16 UTC","Mars, Month 6 - LS 161°",Sol 690,-7,-77,5,-77,741,Value not available,Value not available,05:26,17:21,high,Sunny
"Earth, 2014-07-15 UTC","Mars, Month 6 - LS 161°",Sol 689,-6,-76,6,-77,742,Value not available,Value not available,05:26,17:21,high,Sunny
"Earth, 2014-07-14 UTC","Mars, Month 6 - LS 160°",Sol 688,-5,-77,8,-78,741,Value not available,Value not available,05:26,17:21,high,Sunny
