,matchId,playerId,playType,bodyPart,x,y,interveningOpponents,interveningTeammates,interferenceOnShooter,minute,second,outcome
6877,m_90,p_97,during the match,right foot,8.98,1.25,1,0,medium,37,58,missed opportunity
6878,m_41,p_157,during the match,right foot,8.48,8.98,3,0,high,9,35,kick to the defense
6879,m_148,p_73,during the match,left foot,11.47,-5.99,3,0,high,81,26,missed opportunity
6880,m_145,p_40,during the match,left foot,17.96,16.96,3,0,low,4,4,goalkeeper save
6881,m_41,p_2,during the match,head,10.97,-3.49,2,0,medium,13,38,missed opportunity
6882,m_221,p_53,during the match,left foot,4.24,2.74,1,0,high,59,12,missed opportunity
6883,m_229,p_109,during the match,right foot,24.44,2.99,4,1,low,48,54,missed opportunity
6884,m_122,p_57,during the match,left foot,7.48,1.75,2,0,medium,59,48,goalkeeper save
6885,m_132,p_58,during the match,left foot,28.68,13.22,4,0,medium,72,2,kick to the defense
6886,m_124,p_1,during the match,right foot,32.67,2.0,3,2,medium,92,34,missed opportunity
6887,m_86,p_86,during the match,left foot,2.49,9.48,2,0,medium,91,14,goalkeeper save
6888,m_228,p_46,during the match,left foot,8.48,15.96,2,0,medium,53,2,goalkeeper save
6889,m_230,p_119,during the match,right foot,8.73,-6.98,1,0,low,78,25,missed opportunity
6890,m_14,p_118,during the match,right foot,5.49,-10.97,2,0,low,82,54,missed opportunity
6891,m_111,p_115,during the match,left foot,11.47,8.48,2,0,high,8,10,kick to the defense
6892,m_63,p_160,during the match,left foot,29.93,0.5,3,1,high,49,43,missed opportunity
6893,m_136,p_156,during the match,right foot,8.48,-1.5,1,0,medium,3,38,goalkeeper save
6894,m_109,p_79,during the match,left foot,21.95,2.74,3,2,medium,82,36,goalkeeper save
6895,m_10,p_132,during the match,right foot,6.24,-12.97,1,0,low,57,1,kick to the defense
6896,m_129,p_124,during the match,head,8.23,2.49,2,1,low,78,43,goalkeeper save
6897,m_182,p_127,during the match,right foot,7.48,-1.75,2,0,high,61,53,missed opportunity
6898,m_173,p_58,during the match,right foot,25.44,2.0,3,0,medium,71,58,kick to the defense
6899,m_32,p_68,during the match,right foot,12.47,-1.0,1,0,medium,61,55,kick to the defense
6900,m_96,p_140,during the match,left foot,9.98,-13.47,1,0,medium,57,32,goalkeeper save
6901,m_57,p_142,during the match,right foot,8.48,12.22,4,1,medium,35,26,goalkeeper save
6902,m_82,p_52,during the match,head,9.73,-2.99,1,0,medium,46,53,missed opportunity
6903,m_135,p_130,during the match,left foot,17.71,0.25,5,1,medium,81,24,goalkeeper save
6904,m_159,p_4,during the match,left foot,8.73,11.97,2,0,medium,19,54,missed opportunity
6905,m_52,p_121,during the match,head,4.74,1.0,2,0,medium,28,34,kick to the defense
6906,m_18,p_62,during the match,right foot,25.44,-5.49,3,0,medium,55,16,missed opportunity
6907,m_150,p_32,during the match,right foot,13.72,4.99,3,0,medium,58,5,goal
6908,m_75,p_72,during the match,left foot,22.44,7.23,3,0,high,56,35,kick to the defense
6909,m_89,p_27,during the match,left foot,17.21,-14.22,3,0,medium,30,33,kick to the defense
6910,m_213,p_160,during the match,right foot,2.24,2.24,1,0,low,39,19,kick to the defense
6911,m_240,p_96,during the match,other,6.73,0.25,2,0,low,66,34,goal
6912,m_195,p_93,during the match,head,7.73,2.0,4,2,high,30,34,goalkeeper save
6913,m_52,p_43,during the match,left foot,3.74,6.24,1,0,high,84,59,goalkeeper save
6914,m_143,p_41,during the match,head,12.47,-2.74,1,0,medium,42,23,goalkeeper save
6915,m_143,p_45,penalty,right foot,10.97,0.0,1,0,low,79,29,goal
6916,m_75,p_153,during the match,left foot,9.23,6.24,1,0,medium,2,34,goalkeeper save
6917,m_223,p_103,during the match,left foot,28.43,-6.98,1,0,medium,71,38,kick to the crossbar
6918,m_233,p_134,direct free kick,left foot,23.94,-4.99,5,3,low,34,11,missed opportunity
6919,m_27,p_52,during the match,head,3.74,3.24,1,1,medium,12,7,missed opportunity
6920,m_186,p_94,during the match,head,10.97,0.75,5,2,low,72,41,missed opportunity
6921,m_30,p_148,during the match,right foot,13.97,-2.99,1,0,low,2,34,missed opportunity
6922,m_180,p_133,direct free kick,right foot,28.93,11.22,6,2,low,77,39,kick to the defense
6923,m_112,p_154,during the match,left foot,3.99,4.49,3,0,medium,90,15,goalkeeper save
6924,m_214,p_39,during the match,head,6.98,6.98,1,0,medium,32,6,goalkeeper save
6925,m_57,p_156,during the match,right foot,26.93,-6.98,3,1,medium,49,34,goal
6926,m_84,p_9,during the match,head,13.47,-3.24,3,0,low,72,14,goalkeeper save
6927,m_224,p_102,during the match,head,6.73,6.73,4,0,medium,35,58,missed opportunity
6928,m_140,p_110,during the match,left foot,25.19,-6.48,2,0,medium,12,1,goalkeeper save
6929,m_6,p_49,during the match,left foot,12.97,-3.74,1,0,high,82,48,goal
6930,m_107,p_72,during the match,right foot,26.68,14.22,2,0,medium,6,27,missed opportunity
6931,m_104,p_43,during the match,left foot,28.93,10.72,3,1,low,45,19,kick to the defense
6932,m_57,p_72,direct free kick,right foot,27.18,14.96,7,2,low,72,0,missed opportunity
6933,m_109,p_65,during the match,other,7.23,1.5,2,0,medium,65,38,goalkeeper save
6934,m_1,p_74,during the match,left foot,19.45,5.49,4,0,low,21,8,goalkeeper save
6935,m_190,p_15,during the match,left foot,13.72,-2.74,3,0,high,35,43,kick to the defense
6936,m_102,p_34,penalty,right foot,10.97,0.0,1,0,low,2,32,missed opportunity
6937,m_12,p_111,during the match,right foot,27.68,-2.0,3,1,low,60,46,goalkeeper save
6938,m_97,p_106,during the match,left foot,11.72,12.22,4,1,low,74,28,missed opportunity
6939,m_180,p_25,during the match,right foot,22.44,-3.24,3,0,medium,24,3,goalkeeper save
6940,m_62,p_120,during the match,left foot,14.71,13.97,2,0,low,67,51,missed opportunity
6941,m_21,p_78,during the match,head,9.23,6.98,2,0,medium,72,1,missed opportunity
6942,m_44,p_157,during the match,left foot,18.45,-2.24,3,0,high,46,30,kick to the defense
6943,m_174,p_8,during the match,right foot,9.23,0.25,1,0,low,89,16,missed opportunity
6944,m_237,p_131,during the match,left foot,10.23,11.47,3,0,medium,88,6,goalkeeper save
6945,m_152,p_102,during the match,head,8.98,1.0,2,0,medium,85,11,missed opportunity
6946,m_230,p_102,during the match,right foot,10.97,-4.74,2,0,medium,73,23,goalkeeper save
6947,m_94,p_49,during the match,head,2.74,2.24,3,1,medium,51,8,goal
6948,m_203,p_81,during the match,left foot,17.21,1.75,2,0,high,73,46,kick to the defense
6949,m_95,p_112,during the match,left foot,28.18,-8.48,3,0,high,42,7,missed opportunity
6950,m_148,p_5,during the match,right foot,9.48,-8.98,2,0,low,8,47,kick to the defense
6951,m_187,p_95,during the match,left foot,12.72,2.24,1,0,low,44,56,missed opportunity
6952,m_211,p_109,during the match,left foot,10.72,-3.24,1,0,low,73,12,goal
6953,m_205,p_17,during the match,head,5.99,11.72,3,0,medium,75,46,goalkeeper save
6954,m_48,p_100,during the match,head,4.24,4.74,2,0,medium,85,40,missed opportunity
6955,m_207,p_119,during the match,right foot,12.72,12.47,2,0,high,5,34,kick to the crossbar
6956,m_100,p_119,during the match,left foot,15.21,-2.74,2,0,medium,14,17,missed opportunity
6957,m_90,p_65,during the match,left foot,17.71,11.72,7,4,low,8,9,missed opportunity
6958,m_77,p_83,direct free kick,left foot,32.17,-1.25,5,2,low,79,33,missed opportunity
6959,m_91,p_136,during the match,left foot,23.19,-10.47,3,1,low,84,53,missed opportunity
6960,m_30,p_64,during the match,right foot,19.7,15.21,3,0,low,41,41,goalkeeper save
6961,m_202,p_153,during the match,right foot,9.48,13.97,6,2,medium,68,48,kick to the defense
6962,m_99,p_32,during the match,right foot,22.69,-16.46,4,2,low,6,23,kick to the defense
6963,m_198,p_126,during the match,head,4.74,7.98,1,0,medium,85,27,missed opportunity
6964,m_173,p_5,during the match,right foot,6.73,-13.72,1,0,medium,30,41,missed opportunity
6965,m_4,p_50,during the match,right foot,14.22,-6.24,5,0,medium,77,12,goalkeeper save
6966,m_167,p_57,during the match,left foot,2.0,2.99,1,0,medium,84,39,goal
6967,m_83,p_23,during the match,left foot,17.71,-15.21,3,0,medium,15,42,kick to the defense
6968,m_69,p_136,during the match,right foot,25.44,8.48,6,1,medium,12,54,missed opportunity
6969,m_20,p_125,during the match,head,6.48,3.74,2,0,high,56,1,missed opportunity
6970,m_180,p_34,during the match,right foot,3.24,-3.24,1,0,,71,9,own goal
6971,m_79,p_3,during the match,right foot,8.48,-1.25,4,2,high,63,21,goalkeeper save
6972,m_231,p_133,during the match,head,12.97,-2.49,3,0,low,34,56,missed opportunity
6973,m_8,p_115,during the match,other,8.48,5.49,1,0,medium,87,56,missed opportunity
6974,m_24,p_113,during the match,left foot,59.85,-11.22,1,0,low,83,36,goalkeeper save
6975,m_48,p_51,during the match,right foot,4.24,11.47,1,0,medium,26,40,goal
6976,m_11,p_33,during the match,head,6.24,2.49,1,0,high,93,54,kick to the defense
6977,m_125,p_108,during the match,left foot,1.75,8.73,1,0,high,48,43,goalkeeper save
6978,m_4,p_18,during the match,head,14.96,3.74,4,1,medium,17,12,missed opportunity
6979,m_105,p_2,during the match,right foot,5.99,-11.72,1,0,high,92,36,goalkeeper save
6980,m_193,p_61,during the match,right foot,26.19,-3.74,2,0,medium,14,57,missed opportunity
6981,m_120,p_65,during the match,right foot,19.95,-9.73,1,0,low,72,32,missed opportunity
6982,m_78,p_2,during the match,right foot,4.99,1.0,1,0,medium,68,37,goal
6983,m_199,p_102,during the match,left foot,13.47,-11.72,3,0,high,43,44,missed opportunity
6984,m_104,p_63,during the match,right foot,15.46,15.96,3,0,medium,89,19,kick to the defense
6985,m_194,p_60,during the match,right foot,27.68,-14.22,3,0,medium,61,56,kick to the defense
6986,m_104,p_18,during the match,right foot,19.7,-11.97,3,1,medium,7,24,missed opportunity
6987,m_32,p_130,during the match,head,6.24,-8.48,3,2,low,67,28,kick to the defense
6988,m_57,p_131,during the match,right foot,21.2,14.22,3,0,medium,79,41,goalkeeper save
6989,m_45,p_126,penalty,right foot,10.97,0.0,1,0,low,5,12,goal
6990,m_141,p_59,during the match,right foot,3.49,-1.5,1,0,medium,79,41,goal
6991,m_33,p_61,during the match,left foot,21.7,9.73,2,0,medium,77,18,goalkeeper save
6992,m_30,p_17,during the match,left foot,0.75,4.99,1,0,medium,31,18,goal
6993,m_10,p_112,during the match,head,7.73,-9.23,2,0,high,65,3,goalkeeper save
6994,m_53,p_71,during the match,right foot,13.72,9.98,1,0,low,25,48,goalkeeper save
6995,m_240,p_56,during the match,right foot,13.72,9.48,1,0,low,32,18,goal
6996,m_59,p_77,during the match,right foot,12.72,0.75,2,0,medium,11,57,goal
6997,m_91,p_121,direct free kick,right foot,20.45,-1.0,3,0,low,76,13,kick to the crossbar
6998,m_154,p_83,during the match,right foot,21.95,1.25,2,0,high,44,1,goal
6999,m_45,p_49,penalty,right foot,10.97,0.0,1,0,low,79,52,goal
7000,m_1,p_114,during the match,left foot,24.69,0.75,2,0,medium,39,50,kick to the defense
7001,m_207,p_160,during the match,right foot,5.49,-2.24,1,0,medium,81,4,kick to the defense
7002,m_147,p_22,during the match,right foot,12.72,-3.74,1,0,medium,26,35,missed opportunity
7003,m_118,p_39,during the match,right foot,11.97,12.47,2,0,high,84,30,missed opportunity
7004,m_99,p_132,direct free kick,left foot,28.18,-12.47,6,3,low,82,47,missed opportunity
7005,m_88,p_121,during the match,left foot,23.44,2.24,3,0,high,41,23,missed opportunity
7006,m_217,p_29,during the match,right foot,8.73,-5.24,2,0,high,53,2,kick to the defense
7007,m_57,p_20,during the match,left foot,17.71,-10.72,2,0,low,18,28,kick to the defense
7008,m_204,p_57,during the match,right foot,12.22,-4.49,4,1,medium,48,42,kick to the defense
7009,m_6,p_158,during the match,right foot,19.2,7.98,5,0,low,80,53,kick to the defense
7010,m_228,p_35,during the match,head,7.98,-0.75,2,0,high,76,51,missed opportunity
7011,m_54,p_54,during the match,right foot,9.23,-2.74,1,0,low,22,6,goal
7012,m_104,p_72,during the match,right foot,20.45,15.96,2,0,medium,89,30,missed opportunity
7013,m_82,p_30,during the match,head,70.82,-11.72,2,0,medium,34,33,goalkeeper save
7014,m_231,p_97,during the match,right foot,6.73,-8.73,2,0,high,84,36,missed opportunity
7015,m_131,p_6,during the match,left foot,9.48,11.47,1,0,medium,37,15,goalkeeper save
7016,m_32,p_137,during the match,left foot,24.19,3.24,4,1,high,59,20,kick to the defense
7017,m_167,p_82,direct free kick,right foot,20.2,14.96,5,2,low,84,22,goalkeeper save
7018,m_32,p_125,during the match,left foot,5.74,-12.72,2,1,medium,12,19,goalkeeper save
7019,m_14,p_83,during the match,right foot,22.44,-7.23,5,2,low,16,15,kick to the defense
7020,m_172,p_14,during the match,right foot,23.19,-2.24,2,0,low,57,59,goalkeeper save
7021,m_90,p_71,direct free kick,left foot,26.43,-10.72,6,2,low,62,32,kick to the defense
7022,m_54,p_141,during the match,right foot,12.72,-14.22,2,0,medium,63,18,missed opportunity
7023,m_67,p_150,during the match,right foot,8.48,-3.99,1,0,high,12,56,kick to the defense
7024,m_123,p_52,during the match,head,8.98,2.49,2,0,low,45,24,missed opportunity
7025,m_221,p_8,during the match,left foot,26.43,13.47,6,2,medium,49,43,missed opportunity
7026,m_99,p_63,during the match,head,6.98,-3.49,2,0,medium,69,2,goal
7027,m_16,p_133,during the match,left foot,7.73,-3.49,1,0,medium,0,36,missed opportunity
7028,m_10,p_29,during the match,head,11.72,1.5,2,0,medium,32,5,goalkeeper save
7029,m_189,p_114,during the match,left foot,16.46,-18.45,4,0,medium,54,50,kick to the defense
7030,m_175,p_22,during the match,left foot,8.23,-1.25,1,0,medium,10,56,goalkeeper save
7031,m_53,p_89,penalty,right foot,10.97,0.0,1,0,low,70,2,goal
7032,m_119,p_151,during the match,left foot,3.99,0.5,1,0,medium,92,28,goalkeeper save
7033,m_60,p_117,during the match,left foot,19.7,10.23,3,0,low,36,54,kick to the defense
7034,m_237,p_152,during the match,left foot,22.44,-10.97,7,1,low,86,46,missed opportunity
7035,m_128,p_149,during the match,left foot,3.49,3.74,1,0,low,76,9,missed opportunity
7036,m_115,p_107,during the match,right foot,18.95,15.96,2,1,low,45,31,goalkeeper save
7037,m_67,p_127,during the match,left foot,20.45,-5.74,1,1,medium,1,49,kick to the defense
7038,m_175,p_5,during the match,right foot,23.19,-8.98,3,0,medium,92,0,kick to the defense
7039,m_110,p_84,during the match,head,10.47,13.72,2,0,high,79,8,goalkeeper save
7040,m_193,p_83,during the match,left foot,8.48,12.22,2,0,high,38,13,goal
7041,m_70,p_27,during the match,right foot,1.75,-10.23,1,0,low,18,44,kick to the defense
7042,m_204,p_128,during the match,head,5.49,-12.47,2,0,low,29,49,missed opportunity
7043,m_50,p_100,during the match,left foot,6.73,10.72,4,0,medium,58,3,missed opportunity
7044,m_34,p_17,during the match,right foot,3.24,-5.49,0,0,low,79,59,goal
7045,m_141,p_78,during the match,head,3.74,1.5,2,0,high,42,45,missed opportunity
7046,m_160,p_101,during the match,left foot,2.74,4.49,0,0,low,22,51,goal
7047,m_3,p_99,during the match,head,5.24,-2.24,1,0,low,16,37,kick to the defense
7048,m_75,p_158,during the match,left foot,6.24,10.47,2,0,medium,39,58,goal
7049,m_145,p_79,during the match,left foot,16.21,8.73,2,0,medium,8,31,missed opportunity
7050,m_99,p_137,during the match,right foot,10.72,11.47,1,0,high,72,29,goalkeeper save
7051,m_78,p_117,during the match,left foot,12.97,-20.2,3,0,medium,77,23,kick to the crossbar
7052,m_124,p_148,during the match,right foot,12.97,1.0,3,0,medium,32,41,kick to the defense
7053,m_126,p_11,during the match,head,6.98,-6.48,3,0,medium,86,47,goalkeeper save
7054,m_178,p_77,during the match,right foot,19.7,6.48,3,1,medium,76,37,kick to the defense
7055,m_208,p_38,during the match,left foot,20.45,-5.99,3,1,medium,5,49,goalkeeper save
7056,m_55,p_67,during the match,left foot,27.18,21.7,2,0,low,79,0,goalkeeper save
7057,m_227,p_77,during the match,right foot,17.96,-1.25,2,0,high,39,3,goalkeeper save
7058,m_210,p_149,direct free kick,right foot,21.45,-1.75,7,4,low,51,19,missed opportunity
7059,m_155,p_126,during the match,right foot,4.24,-7.98,1,0,medium,30,38,goalkeeper save
7060,m_77,p_156,during the match,left foot,12.97,3.74,3,0,medium,78,51,kick to the defense
7061,m_213,p_31,during the match,right foot,8.73,-4.24,2,0,medium,10,30,kick to the defense
7062,m_178,p_108,during the match,right foot,14.22,1.5,2,0,high,25,24,kick to the crossbar
7063,m_26,p_9,during the match,right foot,10.72,-4.74,1,0,medium,69,32,missed opportunity
7064,m_166,p_111,during the match,left foot,13.72,0.75,3,1,low,88,56,missed opportunity
7065,m_199,p_119,during the match,right foot,19.2,9.48,4,1,high,69,16,kick to the defense
7066,m_105,p_155,during the match,left foot,10.47,4.74,2,0,high,24,29,goalkeeper save
7067,m_93,p_42,during the match,right foot,17.46,16.46,3,0,medium,9,43,goalkeeper save
7068,m_66,p_77,during the match,left foot,21.45,-2.24,4,1,medium,60,6,kick to the defense
7069,m_146,p_146,during the match,right foot,7.48,-7.98,2,0,medium,28,31,missed opportunity
7070,m_62,p_126,during the match,head,13.97,-9.48,1,0,medium,44,38,missed opportunity
7071,m_103,p_41,during the match,head,15.96,1.0,2,0,medium,41,19,kick to the defense
7072,m_87,p_137,during the match,head,4.74,2.0,1,0,medium,16,56,goal
7073,m_172,p_91,during the match,head,10.47,-5.49,3,0,low,61,44,goal
7074,m_160,p_66,during the match,right foot,7.98,0.5,2,0,high,74,24,missed opportunity
7075,m_119,p_86,during the match,head,12.97,-2.74,3,1,medium,67,23,missed opportunity
7076,m_43,p_45,during the match,left foot,9.23,-12.22,1,0,medium,93,36,goal
7077,m_67,p_133,during the match,left foot,15.21,5.24,5,0,medium,51,58,kick to the defense
7078,m_133,p_35,during the match,right foot,8.98,-10.72,2,0,medium,79,32,goal
7079,m_187,p_10,during the match,left foot,12.47,5.49,1,0,medium,5,28,kick to the defense
7080,m_5,p_1,during the match,head,10.47,-1.0,1,0,high,81,48,goalkeeper save
7081,m_28,p_20,during the match,right foot,7.73,4.24,2,0,high,74,19,missed opportunity
7082,m_209,p_86,penalty,left foot,10.97,0.0,1,0,low,12,32,goal
7083,m_229,p_116,during the match,left foot,12.22,3.24,2,0,medium,42,2,missed opportunity
7084,m_121,p_105,during the match,right foot,18.45,-12.47,2,0,low,46,25,missed opportunity
7085,m_158,p_143,during the match,left foot,4.49,-3.24,1,0,low,41,27,missed opportunity
7086,m_187,p_132,during the match,left foot,20.95,2.49,4,0,medium,31,19,missed opportunity
7087,m_175,p_100,during the match,right foot,7.98,-15.71,2,0,medium,87,11,goalkeeper save
7088,m_203,p_78,during the match,left foot,22.94,-9.73,3,1,low,67,32,goalkeeper save
7089,m_23,p_140,during the match,left foot,23.94,-15.71,4,2,medium,58,19,missed opportunity
7090,m_16,p_155,during the match,other,11.22,-3.49,1,0,high,52,25,goalkeeper save
7091,m_189,p_83,during the match,left foot,10.47,17.96,2,0,high,58,36,kick to the defense
7092,m_236,p_146,during the match,left foot,8.48,14.22,2,0,medium,72,20,goal
7093,m_168,p_76,during the match,right foot,17.96,-14.71,1,0,medium,92,27,goalkeeper save
7094,m_26,p_26,during the match,left foot,5.99,10.72,2,0,low,68,10,missed opportunity
7095,m_188,p_124,during the match,left foot,55.11,-11.72,3,0,medium,17,42,missed opportunity
7096,m_116,p_60,during the match,left foot,25.94,-3.24,3,0,medium,10,16,goalkeeper save
7097,m_218,p_96,during the match,left foot,8.23,7.48,2,0,medium,88,40,kick to the defense
7098,m_169,p_64,during the match,head,13.72,1.0,2,0,high,38,47,missed opportunity
7099,m_89,p_87,direct free kick,left foot,7.98,-30.92,5,0,low,25,50,goalkeeper save
7100,m_74,p_87,during the match,right foot,10.97,-5.49,1,0,medium,18,1,goalkeeper save
7101,m_48,p_120,during the match,head,3.49,-6.48,2,1,high,76,4,missed opportunity
7102,m_155,p_119,direct free kick,right foot,26.93,-13.47,4,0,low,35,6,goalkeeper save
7103,m_5,p_140,during the match,right foot,15.21,8.98,3,0,medium,4,46,missed opportunity
7104,m_117,p_116,during the match,right foot,4.49,-7.48,1,0,medium,86,57,missed opportunity
7105,m_51,p_132,during the match,left foot,12.97,3.99,4,0,high,70,8,kick to the defense
7106,m_72,p_150,during the match,left foot,15.46,-17.46,3,0,low,12,48,goalkeeper save
7107,m_101,p_134,during the match,left foot,20.7,8.48,2,0,high,61,35,goalkeeper save
7108,m_189,p_124,during the match,left foot,29.43,16.71,3,0,low,18,40,kick to the defense
7109,m_218,p_18,during the match,right foot,9.73,10.72,2,0,medium,17,3,kick to the defense
7110,m_15,p_151,during the match,left foot,22.2,11.47,4,2,medium,92,21,kick to the defense
7111,m_201,p_44,during the match,right foot,20.95,-6.73,2,0,low,14,34,missed opportunity
7112,m_7,p_19,during the match,left foot,7.23,-1.75,1,0,medium,74,24,missed opportunity
7113,m_14,p_145,during the match,right foot,16.46,4.99,1,0,low,58,40,goal
7114,m_182,p_130,during the match,right foot,39.15,-32.42,1,0,low,84,50,missed opportunity
7115,m_24,p_134,during the match,left foot,23.94,5.49,4,1,medium,65,27,kick to the defense
7116,m_151,p_40,during the match,head,7.23,-1.75,2,0,high,93,50,goalkeeper save
7117,m_216,p_1,during the match,left foot,23.19,-5.99,3,0,low,7,34,goalkeeper save
7118,m_46,p_130,during the match,left foot,14.22,-0.75,1,0,medium,47,49,goalkeeper save
7119,m_24,p_53,during the match,right foot,20.45,7.98,4,0,high,59,41,kick to the defense
7120,m_40,p_72,during the match,head,11.72,-5.99,4,1,medium,17,37,missed opportunity
7121,m_20,p_43,during the match,right foot,12.97,8.98,2,0,medium,29,13,kick to the defense
7122,m_212,p_146,during the match,left foot,19.7,2.99,3,0,medium,25,22,missed opportunity
7123,m_161,p_152,during the match,right foot,8.73,1.5,2,0,medium,82,50,goalkeeper save
7124,m_134,p_14,during the match,left foot,13.97,-14.22,3,0,medium,8,21,goalkeeper save
7125,m_237,p_38,during the match,head,5.24,10.23,4,1,medium,17,37,missed opportunity
7126,m_177,p_20,during the match,head,10.23,2.0,3,0,high,52,44,missed opportunity
7127,m_38,p_79,during the match,right foot,10.97,-6.98,2,0,medium,29,52,missed opportunity
7128,m_73,p_83,during the match,right foot,17.71,-2.74,2,0,medium,34,9,goal
7129,m_11,p_36,during the match,head,6.73,-1.5,2,0,high,14,27,missed opportunity
7130,m_199,p_144,during the match,right foot,13.47,-6.24,2,0,low,83,38,missed opportunity
7131,m_108,p_31,during the match,left foot,12.72,-5.74,5,2,medium,4,14,missed opportunity
7132,m_165,p_107,during the match,head,8.23,-2.24,2,0,medium,96,21,missed opportunity
7133,m_74,p_51,during the match,right foot,9.98,6.48,2,0,high,56,36,kick to the defense
7134,m_70,p_139,during the match,right foot,31.92,1.75,5,0,high,65,11,missed opportunity
7135,m_1,p_148,during the match,right foot,8.98,-2.49,1,0,medium,12,21,missed opportunity
7136,m_51,p_80,during the match,left foot,7.98,-10.97,2,0,medium,89,49,goal
7137,m_29,p_144,during the match,left foot,18.95,-9.73,2,0,medium,52,42,kick to the defense
7138,m_98,p_154,during the match,right foot,22.69,-3.49,3,0,medium,34,54,goalkeeper save
7139,m_129,p_107,during the match,right foot,25.94,10.72,3,1,low,22,15,goalkeeper save
7140,m_133,p_24,during the match,right foot,26.19,4.74,2,0,low,58,40,goalkeeper save
7141,m_179,p_3,during the match,head,8.23,1.25,1,0,medium,73,20,missed opportunity
7142,m_33,p_4,during the match,head,6.73,-4.24,1,0,medium,87,19,goal
7143,m_137,p_110,during the match,head,5.99,0.75,1,0,high,10,33,goalkeeper save
7144,m_123,p_159,during the match,right foot,23.19,13.72,6,3,low,86,46,missed opportunity
7145,m_41,p_129,during the match,right foot,18.7,10.23,2,0,low,49,17,goalkeeper save
7146,m_17,p_147,during the match,head,8.73,-4.24,4,1,high,89,45,missed opportunity
7147,m_4,p_28,during the match,left foot,8.48,8.23,2,1,medium,35,49,goal
7148,m_108,p_36,during the match,right foot,14.46,-10.72,4,0,high,85,10,kick to the defense
7149,m_163,p_128,during the match,right foot,28.43,-15.71,1,0,medium,16,47,missed opportunity
7150,m_222,p_5,during the match,left foot,9.98,-16.46,3,0,medium,64,40,kick to the defense
7151,m_78,p_15,during the match,right foot,27.93,14.96,3,1,medium,65,12,missed opportunity
7152,m_147,p_100,during the match,head,8.98,5.74,3,0,high,82,58,kick to the defense
7153,m_176,p_112,during the match,left foot,8.23,12.97,1,0,medium,23,51,missed opportunity
7154,m_9,p_148,during the match,left foot,27.18,9.48,3,1,low,12,14,missed opportunity
7155,m_12,p_83,during the match,left foot,13.97,-2.74,1,0,low,17,39,kick to the defense
7156,m_59,p_39,during the match,left foot,11.47,-6.73,1,0,low,62,23,kick to the defense
7157,m_120,p_24,during the match,head,6.73,4.49,3,0,medium,17,53,goal
7158,m_203,p_157,during the match,left foot,11.97,-17.71,3,0,medium,76,46,goalkeeper save
7159,m_142,p_16,during the match,left foot,25.44,-5.49,3,0,low,28,16,kick to the defense
7160,m_213,p_152,during the match,right foot,11.47,14.96,2,1,low,78,34,missed opportunity
7161,m_188,p_125,during the match,right foot,23.94,-13.72,2,0,high,78,25,missed opportunity
7162,m_30,p_110,during the match,left foot,7.23,2.74,2,0,medium,20,46,goal
7163,m_55,p_54,during the match,left foot,12.97,5.74,3,0,low,65,53,kick to the defense
7164,m_235,p_9,during the match,left foot,14.22,4.49,2,0,low,76,42,goal
7165,m_198,p_69,during the match,right foot,28.93,0.25,7,2,low,90,26,kick to the defense
7166,m_10,p_159,during the match,right foot,7.98,3.99,2,0,low,47,4,goalkeeper save
7167,m_112,p_64,during the match,left foot,20.7,5.99,3,1,medium,45,35,kick to the defense
7168,m_61,p_155,during the match,left foot,7.98,-10.47,3,0,high,52,35,kick to the defense
7169,m_221,p_157,during the match,right foot,5.99,-12.72,1,0,low,47,27,goal
7170,m_9,p_26,during the match,right foot,13.72,-13.22,2,1,medium,22,29,missed opportunity
7171,m_108,p_121,during the match,head,7.48,2.0,2,0,medium,33,26,missed opportunity
7172,m_37,p_120,during the match,right foot,22.44,10.97,3,0,medium,78,34,missed opportunity
7173,m_235,p_23,penalty,right foot,10.97,0.0,1,0,low,59,15,goalkeeper save
7174,m_74,p_160,during the match,right foot,24.94,3.99,4,0,medium,50,26,kick to the defense
7175,m_178,p_3,during the match,right foot,30.67,-2.99,2,0,low,37,48,missed opportunity
7176,m_15,p_46,during the match,head,7.73,-0.75,2,1,medium,45,9,goalkeeper save
7177,m_153,p_39,during the match,left foot,10.23,8.98,2,0,medium,82,14,missed opportunity
7178,m_30,p_109,direct free kick,right foot,25.19,-5.99,5,1,low,34,5,missed opportunity
7179,m_208,p_16,during the match,right foot,3.24,-11.22,2,0,medium,36,5,kick to the defense
7180,m_53,p_46,during the match,head,7.48,0.25,3,0,high,25,11,kick to the defense
7181,m_4,p_54,direct free kick,right foot,21.7,2.74,6,2,low,47,22,goal
7182,m_131,p_104,during the match,left foot,3.99,9.73,2,0,high,30,56,goal
7183,m_167,p_79,during the match,right foot,4.74,13.72,3,0,medium,53,2,missed opportunity
7184,m_102,p_122,penalty,left foot,10.97,0.0,1,0,low,61,9,goal
7185,m_67,p_128,during the match,left foot,28.68,-10.23,2,1,low,24,43,kick to the defense
7186,m_145,p_122,during the match,head,11.97,-3.74,2,0,medium,19,47,missed opportunity
7187,m_17,p_147,during the match,head,7.73,0.25,2,0,medium,68,28,missed opportunity
7188,m_239,p_12,during the match,right foot,7.48,6.73,1,1,low,52,6,missed opportunity
7189,m_170,p_24,during the match,right foot,18.45,-7.98,2,0,medium,92,49,missed opportunity
7190,m_118,p_107,during the match,right foot,2.99,-1.5,2,0,high,12,32,goal
